Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,PM10,PM25,NO2
3/4/17,54,PM2.5,PS 19,36-061-0128,AQS,6,40,.,54,15
3/5/17,48,PM2.5,PS 19,36-061-0128,AQS,6,40,5,48,41
3/6/17,60,PM2.5,Flemington,34-019-0001,AQS,10,42,.,60,48
3/7/17,66,PM2.5,Newark Firehouse,34-013-0003,AQS,15,47,.,66,51
3/8/17,54,PM2.5,MASPETH LIBRARY,36-081-0120,AQS,13,47,13,54,40
3/9/17,52,PM2.5,MASPETH LIBRARY,36-081-0120,AQS,3,50,.,52,23
3/10/17,41,Ozone,Ramapo,34-031-5001,AQS,5,41,.,35,32
3/11/17,40,Ozone,Chester,34-027-3001,AQS,3,40,5,30,12
3/12/17,45,PM2.5,NEWBURGH,36-071-0002,AQS,3,38,.,45,15
3/13/17,40,Ozone,Colliers Mills,34-029-0006,AQS,6,40,.,39,39
3/14/17,75,PM2.5,PS 19,36-061-0128,AQS,6,40,6,75,25
3/15/17,42,Ozone,MT NINHAM,36-079-0005,AQS,5,42,.,33,21
3/16/17,48,Ozone,Chester,34-027-3001,AQS,5,48,.,41,34
3/17/17,51,Ozone,Flemington,34-019-0001,AQS,6,51,13,45,51
3/18/17,78,NO2,QUEENS COLLEGE 2,36-081-0124,AQS,13,48,.,73,78
3/19/17,51,Ozone,Leonia,34-003-0006,AQS,6,51,.,32,42
3/20/17,67,Ozone,Flemington,34-019-0001,AQS,7,67,12,39,60
3/21/17,60,NO2,Fort Lee Near Road,34-003-0010,AQS,7,58,21,53,60
3/22/17,45,PM2.5,NEWBURGH,36-071-0002,AQS,5,44,.,45,43
3/23/17,50,NO2,Fort Lee Near Road,34-003-0010,AQS,6,44,7,39,50
3/24/17,55,NO2,QUEENS COLLEGE 2,36-081-0124,AQS,7,48,.,52,55
3/25/17,68,PM2.5,Elizabeth Lab,34-039-0004,AQS,10,37,.,68,53
3/26/17,57,PM2.5,PS 19,36-061-0128,AQS,7,41,13,57,25
3/27/17,65,PM2.5,PS 19,36-061-0128,AQS,10,37,.,65,52
3/28/17,67,PM2.5,Elizabeth Lab,34-039-0004,AQS,11,37,.,67,41
3/29/17,46,Ozone,SUSAN WAGNER HS,36-085-0067,AQS,7,46,4,24,36
3/30/17,46,NO2,Fort Lee Near Road,34-003-0010,AQS,8,44,.,35,46
3/31/17,44,Ozone,SUSAN WAGNER HS,36-085-0067,AQS,8,44,.,27,42
4/1/17,42,Ozone,RIVERHEAD,36-103-0004,AQS,7,42,6,22,25
4/2/17,45,Ozone,Leonia,34-003-0006,AQS,5,45,.,27,36
4/3/17,69,NO2,Newark Firehouse,34-013-0003,AQS,13,49,.,55,69
4/4/17,56,NO2,Elizabeth Lab,34-039-0004,AQS,7,44,12,55,56
4/5/17,60,PM2.5,Fort Lee Near Road,34-003-0010,AQS,7,43,.,60,42
4/6/17,50,PM2.5,PS 19,36-061-0128,AQS,7,42,.,50,45
4/7/17,39,Ozone,SUSAN WAGNER HS,36-085-0067,AQS,7,39,5,30,26
4/8/17,45,Ozone,Colliers Mills,34-029-0006,AQS,5,45,6,21,20
4/9/17,61,Ozone,Chester,34-027-3001,AQS,5,61,.,32,47
4/10/17,97,Ozone,Chester,34-027-3001,AQS,7,97,16,55,57
4/11/17,122,Ozone,Flemington,34-019-0001,AQS,7,122,.,63,56
4/12/17,78,NO2,Elizabeth Lab,34-039-0004,AQS,10,54,.,63,78
4/13/17,48,Ozone,Flemington,34-019-0001,AQS,5,48,10,26,33
4/14/17,61,Ozone,SUSAN WAGNER HS,36-085-0067,AQS,7,61,.,41,43
4/15/17,56,NO2,IS 52,36-005-0110,AQS,6,51,.,37,56
4/16/17,71,Ozone,Colliers Mills,34-029-0006,AQS,5,71,14,57,26
4/17/17,51,Ozone,SUSAN WAGNER HS,36-085-0067,AQS,5,51,.,25,32
4/18/17,54,Ozone,SUSAN WAGNER HS,36-085-0067,AQS,5,54,.,29,24
4/19/17,43,Ozone,SUSAN WAGNER HS,36-085-0067,AQS,5,43,19,35,43
4/20/17,56,PM2.5,Jersey City Firehouse,34-017-1003,AQS,8,39,.,56,39
4/21/17,52,PM2.5,Rutgers University,34-023-0011,AQS,8,41,.,52,32
4/22/17,51,NO2,Queens College Near Road,36-081-0125,AQS,6,34,6,40,51
4/23/17,42,Ozone,MILLBROOK,36-027-0007,AQS,6,42,.,21,31
4/24/17,45,PM2.5,Newark Firehouse,34-013-0003,AQS,9,43,.,45,37
4/25/17,41,NO2,Elizabeth Lab,34-039-0004,AQS,6,39,10,27,41
4/26/17,41,NO2,Elizabeth Lab,34-039-0004,AQS,8,32,.,40,41
4/27/17,52,PM2.5,Jersey City Firehouse,34-017-1003,AQS,8,40,.,52,37
4/28/17,90,Ozone,Colliers Mills,34-029-0006,AQS,7,90,20,61,62
4/29/17,51,Ozone,RIVERHEAD,36-103-0004,AQS,7,51,.,45,45
4/30/17,43,Ozone,SUSAN WAGNER HS,36-085-0067,AQS,5,43,.,38,18
5/1/17,55,PM2.5,Fort Lee Near Road,34-003-0010,AQS,9,31,27,55,42
5/2/17,49,Ozone,Colliers Mills,34-029-0006,AQS,11,49,.,41,24
5/3/17,44,Ozone,MT NINHAM,36-079-0005,AQS,9,44,.,20,23
5/4/17,48,Ozone,MT NINHAM,36-079-0005,AQS,8,48,13,40,47
5/5/17,42,NO2,Elizabeth Lab,34-039-0004,AQS,9,40,.,33,42
5/6/17,41,Ozone,RIVERHEAD,36-103-0004,AQS,8,41,.,40,27
5/7/17,36,Ozone,RIVERHEAD,36-103-0004,AQS,7,36,6,20,14
5/8/17,38,Ozone,Flemington,34-019-0001,AQS,7,38,.,31,35
5/9/17,48,Ozone,Colliers Mills,34-029-0006,AQS,6,48,.,40,37
5/10/17,54,PM2.5,Elizabeth Lab,34-039-0004,AQS,6,44,17,54,44
5/11/17,55,PM2.5,Elizabeth Lab,34-039-0004,AQS,6,40,.,55,41
5/12/17,43,NO2,Elizabeth Lab,34-039-0004,AQS,7,39,.,35,43
5/13/17,38,Ozone,MT NINHAM,36-079-0005,AQS,6,38,5,25,22
5/14/17,45,Ozone,Leonia,34-003-0006,AQS,3,45,.,21,22
5/15/17,39,Ozone,Colliers Mills,34-029-0006,AQS,3,39,.,23,24
5/16/17,61,Ozone,Colliers Mills,34-029-0006,AQS,6,61,.,33,52
5/17/17,136,Ozone,SUSAN WAGNER HS,36-085-0067,AQS,7,136,.,62,48
5/18/17,140,Ozone,RIVERHEAD,36-103-0004,AQS,6,140,.,67,40
5/19/17,101,Ozone,BABYLON,36-103-0002,AQS,6,101,33,62,44
5/20/17,38,Ozone,Leonia,34-003-0006,AQS,6,38,.,34,26
5/21/17,46,Ozone,MILLBROOK,36-027-0007,AQS,5,46,.,30,25
5/22/17,40,PM2.5,DIVISION STREET,36-061-0134,AQS,9,33,12,40,34
5/23/17,54,NO2,Fort Lee Near Road,34-003-0010,AQS,7,46,.,52,54
5/24/17,50,NO2,Fort Lee Near Road,34-003-0010,AQS,6,48,.,45,50
5/25/17,42,PM2.5,Elizabeth Lab,34-039-0004,AQS,8,40,8,42,39
5/26/17,40,Ozone,BABYLON,36-103-0002,AQS,5,40,9,22,25
5/27/17,40,Ozone,Colliers Mills,34-029-0006,AQS,6,40,.,28,34
5/28/17,44,PM2.5,Fort Lee Library,34-003-0003,AQS,6,44,11,44,33
5/29/17,33,Ozone,Colliers Mills,34-029-0006,AQS,5,33,.,22,22
5/30/17,31,PM2.5,Jersey City Firehouse,34-017-1003,AQS,5,31,.,31,29
5/31/17,58,Ozone,Rutgers University,34-023-0011,AQS,7,58,17,45,45
6/1/17,71,Ozone,Colliers Mills,34-029-0006,AQS,6,71,.,52,40
6/2/17,50,PM2.5,Elizabeth Lab,34-039-0004,AQS,5,48,14,50,41
6/3/17,52,PM2.5,Elizabeth Lab,34-039-0004,AQS,3,41,9,52,34
6/4/17,44,Ozone,Colliers Mills,34-029-0006,AQS,6,44,.,43,35
6/5/17,65,PM2.5,Elizabeth Lab,34-039-0004,AQS,9,38,.,65,42
6/6/17,40,PM2.5,Elizabeth Lab,34-039-0004,AQS,8,27,7,40,30
6/7/17,47,NO2,Fort Lee Near Road,34-003-0010,AQS,7,41,.,35,47
6/8/17,71,PM2.5,Elizabeth Lab,34-039-0004,AQS,8,43,.,71,41
6/9/17,58,Ozone,Colliers Mills,34-029-0006,AQS,5,58,12,55,35
6/10/17,112,Ozone,Leonia,34-003-0006,AQS,5,112,.,60,35
6/11/17,108,Ozone,BABYLON,36-103-0002,AQS,5,108,.,73,27
6/12/17,159,Ozone,BABYLON,36-103-0002,AQS,6,159,32,72,37
6/13/17,156,Ozone,RIVERHEAD,36-103-0004,AQS,6,156,24,71,38
6/14/17,70,PM2.5,Elizabeth Lab,34-039-0004,AQS,6,61,.,70,38
6/15/17,47,Ozone,Chester,34-027-3001,AQS,6,47,17,46,37
6/16/17,52,PM2.5,Elizabeth Lab,34-039-0004,AQS,10,28,.,52,32
6/17/17,52,PM2.5,Elizabeth Lab,34-039-0004,AQS,7,32,.,52,28
6/18/17,53,PM2.5,PFIZER LAB SITE,36-005-0133,AQS,7,40,22,53,20
6/19/17,50,PM2.5,Newark Firehouse,34-013-0003,AQS,7,35,.,50,26
6/20/17,74,Ozone,Colliers Mills,34-029-0006,AQS,3,74,.,69,40
6/21/17,97,Ozone,RIVERHEAD,36-103-0004,AQS,5,97,13,60,29
6/22/17,126,Ozone,Rutgers University,34-023-0011,AQS,6,126,.,64,57
6/23/17,62,PM2.5,Elizabeth Lab,34-039-0004,AQS,7,46,.,62,34
6/24/17,44,Ozone,Leonia,34-003-0006,AQS,6,44,16,35,26
6/25/17,54,Ozone,Leonia,34-003-0006,AQS,5,54,.,33,31
6/26/17,67,Ozone,Colliers Mills,34-029-0006,AQS,5,67,.,45,37
6/27/17,64,Ozone,BABYLON,36-103-0002,AQS,5,64,8,55,40
6/28/17,53,PM2.5,Jersey City Firehouse,34-017-1003,AQS,3,43,.,53,25
6/29/17,93,Ozone,Flemington,34-019-0001,AQS,5,93,.,48,36
6/30/17,129,Ozone,Leonia,34-003-0006,AQS,5,129,31,61,27
7/1/17,46,PM2.5,Jersey City Firehouse,34-017-1003,AQS,5,34,.,46,25
7/2/17,77,Ozone,Colliers Mills,34-029-0006,AQS,5,77,.,52,26
7/3/17,97,Ozone,BABYLON,36-103-0002,AQS,7,97,14,56,66
7/4/17,81,PM2.5,HOLTSVILLE,36-103-0009,AQS,7,80,.,81,47
7/5/17,77,PM2.5,Rutgers University,34-023-0011,AQS,7,51,.,77,42
7/6/17,52,PM2.5,Jersey City Firehouse,34-017-1003,AQS,5,36,18,52,24
7/7/17,44,Ozone,Flemington,34-019-0001,AQS,6,44,.,38,43
7/8/17,80,Ozone,RIVERHEAD,36-103-0004,AQS,6,80,.,59,32
7/9/17,48,PM2.5,Jersey City Firehouse,34-017-1003,AQS,5,48,8,48,34
7/10/17,61,Ozone,MILLBROOK,36-027-0007,AQS,6,61,.,56,38
7/11/17,97,Ozone,RIVERHEAD,36-103-0004,AQS,6,97,.,54,53
7/12/17,108,Ozone,RIVERHEAD,36-103-0004,AQS,7,108,23,65,42
7/13/17,119,Ozone,RIVERHEAD,36-103-0004,AQS,6,119,.,63,27
7/14/17,38,PM2.5,Elizabeth Lab,34-039-0004,AQS,6,26,.,38,22
7/15/17,67,Ozone,BABYLON,36-103-0002,AQS,6,67,7,40,21
7/16/17,64,Ozone,PFIZER LAB SITE,36-005-0133,AQS,6,64,.,32,29
7/17/17,80,Ozone,Rockland County,36-087-0005,AQS,6,80,.,52,38
7/18/17,80,Ozone,MT NINHAM,36-079-0005,AQS,5,80,13,45,31
7/19/17,112,Ozone,Colliers Mills,34-029-0006,AQS,6,112,.,57,49
7/20/17,122,Ozone,Colliers Mills,34-029-0006,AQS,7,122,.,70,47
7/21/17,80,Ozone,Colliers Mills,34-029-0006,AQS,6,80,14,66,38
7/22/17,136,Ozone,IS 52,36-005-0110,AQS,7,136,.,58,24
7/23/17,74,Ozone,QUEENS COLLEGE 2,36-081-0124,AQS,15,74,.,66,19
7/24/17,38,Ozone,Colliers Mills,34-029-0006,AQS,18,38,10,35,34
7/25/17,36,PM2.5,Elizabeth Lab,34-039-0004,AQS,6,31,.,36,27
7/26/17,45,Ozone,WHITE PLAINS,36-119-2004,AQS,3,45,.,35,25
7/27/17,44,PM2.5,Fort Lee Near Road,34-003-0010,AQS,7,43,15,44,40
7/28/17,80,Ozone,Flemington,34-019-0001,AQS,8,80,.,67,39
7/29/17,52,PM2.5,Jersey City Firehouse,34-017-1003,AQS,5,31,.,52,17
7/30/17,45,Ozone,Colliers Mills,34-029-0006,AQS,5,45,12,31,41
7/31/17,100,Ozone,SUSAN WAGNER HS,36-085-0067,AQS,6,100,12,64,45
8/1/17,122,Ozone,BABYLON,36-103-0002,AQS,7,122,.,64,40
8/2/17,74,PM2.5,IS 52,36-005-0110,AQS,8,61,21,74,48
8/3/17,108,Ozone,MT NINHAM,36-079-0005,AQS,9,108,.,63,54
8/4/17,52,PM2.5,Jersey City Firehouse,34-017-1003,AQS,7,49,.,52,33
8/5/17,48,Ozone,RIVERHEAD,36-103-0004,AQS,5,48,10,27,22
8/6/17,51,PM2.5,Jersey City Firehouse,34-017-1003,AQS,5,33,.,51,25
8/7/17,43,PM2.5,Elizabeth Lab,34-039-0004,AQS,9,33,.,43,42
8/8/17,38,NO2,Queens College Near Road,36-081-0125,AQS,5,37,11,33,38
8/9/17,87,Ozone,SUSAN WAGNER HS,36-085-0067,AQS,7,87,.,68,37
8/10/17,71,Ozone,Chester,34-027-3001,AQS,7,71,.,60,57
8/11/17,71,Ozone,MILLBROOK,36-027-0007,AQS,5,71,15,50,38
8/12/17,44,Ozone,MILLBROOK,36-027-0007,AQS,5,44,.,34,32
8/13/17,58,PM2.5,Jersey City Firehouse,34-017-1003,AQS,6,44,.,58,31
8/14/17,57,PM2.5,IS 45,36-061-0079,AQS,8,45,14,57,40
8/15/17,55,PM2.5,Fort Lee Near Road,34-003-0010,AQS,6,43,.,55,53
8/16/17,67,Ozone,Monmouth University,34-025-0005,AQS,8,67,.,55,51
8/17/17,61,Ozone,Chester,34-027-3001,AQS,8,61,19,52,26
8/18/17,55,PM2.5,Elizabeth Lab,34-039-0004,AQS,7,35,.,55,36
8/19/17,77,Ozone,BABYLON,36-103-0002,AQS,5,77,.,36,22
8/20/17,40,PM2.5,Rahway,34-039-2003,AQS,6,39,10,40,28
8/21/17,64,Ozone,Leonia,34-003-0006,AQS,6,64,.,59,38
8/22/17,90,Ozone,MT NINHAM,36-079-0005,AQS,6,90,.,69,33
8/23/17,47,PM2.5,Rahway,34-039-2003,AQS,6,42,12,47,29
8/24/17,46,PM2.5,Elizabeth Lab,34-039-0004,AQS,7,43,.,46,37
8/25/17,40,PM2.5,Jersey City Firehouse,34-017-1003,AQS,6,36,.,40,29
8/26/17,52,PM2.5,Jersey City Firehouse,34-017-1003,AQS,7,48,15,52,38
8/27/17,54,PM2.5,Jersey City Firehouse,34-017-1003,AQS,9,44,.,54,30
8/28/17,53,PM2.5,Jersey City Firehouse,34-017-1003,AQS,6,38,.,53,30
8/29/17,30,PM2.5,Elizabeth Lab,34-039-0004,AQS,6,28,12,30,25
8/30/17,51,PM2.5,Jersey City Firehouse,34-017-1003,AQS,5,41,.,51,23
8/31/17,51,PM2.5,Elizabeth Lab,34-039-0004,AQS,6,48,.,51,31
9/1/17,36,PM2.5,Jersey City Firehouse,34-017-1003,AQS,5,34,6,36,22
9/2/17,36,PM2.5,Jersey City Firehouse,34-017-1003,AQS,7,35,.,36,23
9/3/17,34,Ozone,RIVERHEAD,36-103-0004,AQS,5,34,.,21,20
9/4/17,53,PM2.5,Elizabeth Lab,34-039-0004,AQS,6,47,18,53,17
9/5/17,68,PM2.5,Intermediate School 143,36-061-0115,AQS,7,61,.,68,28
9/6/17,71,PM2.5,Jersey City Firehouse,34-017-1003,AQS,7,37,.,71,42
9/7/17,56,PM2.5,Jersey City Firehouse,34-017-1003,AQS,6,45,10,56,28
9/8/17,35,Ozone,RIVERHEAD,36-103-0004,AQS,5,35,.,30,24
9/9/17,29,NO2,Fort Lee Near Road,34-003-0010,AQS,5,24,.,27,29
9/10/17,36,PM2.5,Jersey City Firehouse,34-017-1003,AQS,6,31,10,36,25
9/11/17,40,NO2,IS 52,36-005-0110,AQS,8,34,.,33,40
9/12/17,41,NO2,IS 52,36-005-0110,AQS,10,39,.,40,41
9/13/17,51,PM2.5,Fort Lee Near Road,34-003-0010,AQS,7,49,14,51,43
9/14/17,54,PM2.5,Fort Lee Near Road,34-003-0010,AQS,6,42,.,54,32
9/15/17,56,PM2.5,Jersey City Firehouse,34-017-1003,AQS,8,46,.,56,53
9/16/17,71,PM2.5,Fort Lee Near Road,34-003-0010,AQS,9,58,26,71,38
9/17/17,84,Ozone,Rutgers University,34-023-0011,AQS,8,84,.,79,29
9/18/17,41,PM2.5,Jersey City Firehouse,34-017-1003,AQS,6,38,.,41,31
9/19/17,53,PM2.5,Jersey City Firehouse,34-017-1003,AQS,5,23,22,53,16
9/20/17,29,Ozone,Colliers Mills,34-029-0006,AQS,3,29,.,28,20
9/21/17,49,PM2.5,Jersey City Firehouse,34-017-1003,AQS,5,36,.,49,23
9/22/17,41,PM2.5,Jersey City Firehouse,34-017-1003,AQS,5,41,18,41,22
9/23/17,44,Ozone,Ramapo,34-031-5001,AQS,8,44,.,43,43
9/24/17,126,Ozone,Rutgers University,34-023-0011,AQS,8,126,.,57,53
9/25/17,97,Ozone,Flemington,34-019-0001,AQS,10,97,23,65,54
9/26/17,71,Ozone,Ramapo,34-031-5001,AQS,7,71,.,45,29
9/27/17,50,PM2.5,Elizabeth Lab,34-039-0004,AQS,7,33,.,50,27
9/28/17,70,PM2.5,Elizabeth Lab,34-039-0004,AQS,6,35,20,70,23
9/29/17,39,NO2,Elizabeth Lab,34-039-0004,AQS,9,36,.,31,39
9/30/17,39,PM2.5,Jersey City Firehouse,34-017-1003,AQS,10,32,.,39,34
10/1/17,39,NO2,QUEENS COLLEGE 2,36-081-0124,AQS,9,35,6,31,39
10/2/17,52,NO2,Newark Firehouse,34-013-0003,AQS,9,42,.,47,52
10/3/17,61,PM2.5,Elizabeth Lab,34-039-0004,AQS,10,36,.,61,42
10/4/17,48,PM2.5,Union City High School,34-017-0008,AQS,7,47,29,48,37
10/5/17,52,PM2.5,Elizabeth Lab,34-039-0004,AQS,7,50,.,52,35
10/6/17,77,NO2,Fort Lee Near Road,34-003-0010,AQS,8,44,.,56,77
10/7/17,59,PM2.5,Fort Lee Near Road,34-003-0010,AQS,9,43,20,59,47
10/8/17,29,PM2.5,QUEENS COLLEGE 2,36-081-0124,AQS,6,28,.,29,25
10/9/17,35,PM2.5,Fort Lee Near Road,34-003-0010,AQS,6,25,.,35,29
10/10/17,40,PM2.5,Jersey City Firehouse,34-017-1003,AQS,8,36,10,40,40
10/11/17,48,PM2.5,Jersey City Firehouse,34-017-1003,AQS,8,34,.,48,40
10/12/17,38,PM2.5,Elizabeth Lab,34-039-0004,AQS,6,31,.,38,31
10/13/17,51,PM2.5,Jersey City Firehouse,34-017-1003,AQS,8,31,18,51,36
10/14/17,33,Ozone,MILLBROOK,36-027-0007,AQS,6,33,.,32,32
10/15/17,34,PM2.5,Fort Lee Near Road,34-003-0010,AQS,6,31,.,34,26
10/16/17,39,PM2.5,Jersey City Firehouse,34-017-1003,AQS,5,26,8,39,20
10/17/17,35,NO2,PFIZER LAB SITE,36-005-0133,AQS,7,27,.,29,35
10/18/17,50,NO2,PFIZER LAB SITE,36-005-0133,AQS,8,43,.,46,50
10/19/17,57,PM2.5,Elizabeth Lab,34-039-0004,AQS,8,48,16,57,45
10/20/17,75,PM2.5,IS 52,36-005-0110,AQS,6,42,.,75,43
10/21/17,58,PM2.5,Rahway,34-039-2003,AQS,10,43,.,58,49
10/22/17,73,NO2,Newark Firehouse,34-013-0003,AQS,14,48,24,64,73
10/23/17,39,NO2,IS 52,36-005-0110,AQS,6,35,.,33,39
10/24/17,39,PM2.5,Elizabeth Lab,34-039-0004,AQS,6,33,.,39,21
10/25/17,45,PM2.5,Jersey City Firehouse,34-017-1003,AQS,7,32,10,45,44
10/26/17,56,PM2.5,Fort Lee Near Road,34-003-0010,AQS,6,31,.,56,39
10/27/17,48,PM2.5,Jersey City Firehouse,34-017-1003,AQS,7,37,.,48,43
10/28/17,44,PM2.5,Flemington,34-019-0001,AQS,10,44,19,44,39
10/29/17,40,Ozone,RIVERHEAD,36-103-0004,AQS,6,40,.,23,21
10/30/17,36,PM2.5,Elizabeth Lab,34-039-0004,AQS,9,30,.,36,26
10/31/17,40,NO2,Fort Lee Near Road,34-003-0010,AQS,9,29,12,38,40
11/1/17,58,PM2.5,Elizabeth Lab,34-039-0004,AQS,13,35,.,58,42
11/2/17,48,PM2.5,Elizabeth Lab,34-039-0004,AQS,9,35,.,48,39
11/3/17,52,PM2.5,Elizabeth Lab,34-039-0004,AQS,7,33,14,52,34
11/4/17,42,NO2,Fort Lee Near Road,34-003-0010,AQS,7,29,.,29,42
11/5/17,40,PM2.5,Elizabeth Lab,34-039-0004,AQS,8,28,.,40,27
11/6/17,41,PM2.5,Elizabeth Lab,34-039-0004,AQS,7,30,13,41,25
11/7/17,39,PM2.5,Jersey City Firehouse,34-017-1003,AQS,5,22,.,39,29
11/8/17,41,NO2,Fort Lee Near Road,34-003-0010,AQS,7,25,.,39,41
11/9/17,48,PM2.5,Elizabeth Lab,34-039-0004,AQS,9,32,14,48,38
11/10/17,36,Ozone,VALLEY CENTRAL HIGH SCHOOL,36-071-5001,AQS,7,36,.,27,24
11/11/17,65,NO2,Fort Lee Near Road,34-003-0010,AQS,8,33,.,51,65
11/12/17,68,PM2.5,Rutgers University,34-023-0011,AQS,14,32,18,68,46
11/13/17,80,PM2.5,Elizabeth Lab,34-039-0004,AQS,11,23,.,80,42
11/14/17,62,PM2.5,Elizabeth Lab,34-039-0004,AQS,8,28,.,62,34
11/15/17,91,NO2,Fort Lee Near Road,34-003-0010,AQS,8,35,14,62,91
11/16/17,39,NO2,PFIZER LAB SITE,36-005-0133,AQS,6,33,.,28,39
11/17/17,35,Ozone,MT NINHAM,36-079-0005,AQS,5,35,.,25,35
