Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,PM10,PM25,NO2
4/18/20,44,Ozone,RIVERHEAD,36-103-0004,AQS,6,44,.,43,31
4/19/20,50,Ozone,MILLBROOK,36-027-0007,AQS,5,50,.,40,38
4/20/20,43,Ozone,Chester,34-027-3001,AQS,6,43,.,27,42
4/21/20,42,NO2,Elizabeth Lab,34-039-0004,AQS,5,41,.,38,42
4/22/20,40,Ozone,Colliers Mills,34-029-0006,AQS,3,40,.,20,22
4/23/20,40,PM2.5,IS 52,36-005-0110,AQS,5,40,.,40,31
4/24/20,39,PM2.5,Elizabeth Lab,34-039-0004,AQS,6,37,.,39,33
4/25/20,50,PM2.5,Newark Firehouse,34-013-0003,AQS,10,45,.,50,38
4/26/20,41,Ozone,RIVERHEAD,36-103-0004,AQS,5,41,.,27,19
4/27/20,38,Ozone,VALLEY CENTRAL HIGH SCHOOL,36-071-5001,AQS,5,38,.,15,15
4/28/20,44,Ozone,Flemington,34-019-0001,AQS,5,44,.,24,38
4/29/20,47,PM2.5,Elizabeth Lab,34-039-0004,AQS,6,43,.,47,45
4/30/20,47,Ozone,QUEENS COLLEGE 2,36-081-0124,AQS,3,47,.,41,25
5/1/20,54,Ozone,RIVERHEAD,36-103-0004,AQS,5,54,.,28,50
5/2/20,40,Ozone,Ramapo,34-031-5001,AQS,3,40,.,24,20
5/3/20,50,Ozone,Ramapo,34-031-5001,AQS,3,50,.,41,28
5/4/20,44,Ozone,Colliers Mills,34-029-0006,AQS,3,44,.,31,31
5/5/20,46,Ozone,Chester,34-027-3001,AQS,5,46,.,20,42
5/6/20,39,Ozone,Colliers Mills,34-029-0006,AQS,5,39,.,27,38
5/7/20,45,Ozone,Chester,34-027-3001,AQS,5,45,.,25,36
5/8/20,40,Ozone,RIVERHEAD,36-103-0004,AQS,5,40,.,23,29
5/9/20,31,Ozone,Chester,34-027-3001,AQS,5,31,.,12,15
5/10/20,46,Ozone,Chester,34-027-3001,AQS,3,46,.,30,17
5/11/20,39,Ozone,MT NINHAM,36-079-0005,AQS,5,39,.,27,36
5/12/20,44,Ozone,BABYLON,36-103-0002,AQS,5,44,.,19,23
5/13/20,47,Ozone,Colliers Mills,34-029-0006,AQS,3,47,.,27,45
5/14/20,51,Ozone,Chester,34-027-3001,AQS,8,51,.,41,51
5/15/20,64,Ozone,Rutgers University,34-023-0011,AQS,3,64,.,56,29
5/16/20,45,Ozone,FRESHKILLS WEST,36-085-0111,AQS,3,45,.,32,27
5/17/20,45,Ozone,MILLBROOK,36-027-0007,AQS,3,45,.,28,13
5/18/20,46,Ozone,Ramapo,34-031-5001,AQS,3,46,.,23,46
5/19/20,44,Ozone,MILLBROOK,36-027-0007,AQS,3,44,.,30,26
5/20/20,44,Ozone,MILLBROOK,36-027-0007,AQS,2,44,.,25,25
5/21/20,49,Ozone,MILLBROOK,36-027-0007,AQS,5,49,17,45,41
5/22/20,46,PM2.5,Newark Firehouse,34-013-0003,AQS,6,46,.,46,36
5/23/20,42,PM2.5,Elizabeth Lab,34-039-0004,AQS,6,39,.,42,27
5/24/20,42,Ozone,MILLBROOK,36-027-0007,AQS,7,42,.,34,17
5/25/20,43,PM2.5,Newark Firehouse,34-013-0003,AQS,5,36,.,43,27
5/26/20,50,Ozone,VALLEY CENTRAL HIGH SCHOOL,36-071-5001,AQS,5,50,.,42,29
5/27/20,42,Ozone,MILLBROOK,36-027-0007,AQS,3,42,5,30,23
5/28/20,35,PM2.5,Newark Firehouse,34-013-0003,AQS,3,20,.,35,23
5/29/20,38,PM2.5,Newark Firehouse,34-013-0003,AQS,3,31,.,38,27
5/30/20,44,Ozone,Monmouth University,34-025-0005,AQS,5,44,.,37,21
5/31/20,34,Ozone,Chester,34-027-3001,AQS,3,34,.,18,8
6/1/20,41,Ozone,Monmouth University,34-025-0005,AQS,5,41,.,24,39
6/2/20,48,Ozone,Monmouth University,34-025-0005,AQS,7,48,16,40,40
6/3/20,57,PM2.5,Newark Firehouse,34-013-0003,AQS,11,54,.,57,40
6/4/20,97,Ozone,Rutgers University,34-023-0011,AQS,14,97,.,45,40
6/5/20,48,PM2.5,IS 52,36-005-0110,AQS,15,43,.,48,39
6/6/20,64,Ozone,QUEENS COLLEGE 2,36-081-0124,AQS,5,64,.,42,26
6/7/20,38,Ozone,RIVERHEAD,36-103-0004,AQS,3,38,.,26,20
6/8/20,41,Ozone,BABYLON,36-103-0002,AQS,6,41,10,24,36
6/9/20,112,Ozone,Rutgers University,34-023-0011,AQS,7,112,.,49,39
6/10/20,100,Ozone,Ramapo,34-031-5001,AQS,7,100,.,61,38
6/11/20,49,PM2.5,IS 52,36-005-0110,AQS,6,36,.,49,29
6/12/20,80,Ozone,BABYLON,36-103-0002,AQS,6,80,.,42,24
6/13/20,51,Ozone,Monmouth University,34-025-0005,AQS,3,51,.,27,8
6/14/20,44,Ozone,Rutgers University,34-023-0011,AQS,2,44,6,21,16
6/15/20,44,Ozone,Flemington,34-019-0001,AQS,3,44,.,32,25
6/16/20,45,Ozone,Flemington,34-019-0001,AQS,3,45,.,33,39
6/17/20,49,Ozone,VALLEY CENTRAL HIGH SCHOOL,36-071-5001,AQS,3,49,.,40,26
6/18/20,31,PM2.5,Fort Lee Near Road,34-003-0010,AQS,3,28,.,31,17
6/19/20,47,Ozone,WHITE PLAINS,36-119-2004,AQS,6,47,.,35,25
6/20/20,74,Ozone,WHITE PLAINS,36-119-2004,AQS,6,74,13,52,32
6/21/20,58,Ozone,WHITE PLAINS,36-119-2004,AQS,7,58,.,46,29
6/22/20,90,Ozone,WHITE PLAINS,36-119-2004,AQS,6,90,.,35,27
6/23/20,93,Ozone,Rockland County,36-087-0005,AQS,7,93,.,53,37
6/24/20,64,Ozone,BABYLON,36-103-0002,AQS,7,64,.,56,36
6/25/20,87,Ozone,WHITE PLAINS,36-119-2004,AQS,6,87,.,41,43
6/26/20,108,Ozone,BABYLON,36-103-0002,AQS,6,108,16,45,40
6/27/20,70,PM2.5,NEWBURGH,36-071-0002,AQS,7,49,.,70,33
6/28/20,67,Ozone,PFIZER LAB SITE,36-005-0133,AQS,15,67,.,52,25
6/29/20,67,Ozone,Monmouth University,34-025-0005,AQS,6,67,.,40,27
6/30/20,46,Ozone,Monmouth University,34-025-0005,AQS,5,46,.,28,37
7/1/20,71,Ozone,BABYLON,36-103-0002,AQS,8,71,.,45,43
7/2/20,80,Ozone,BABYLON,36-103-0002,AQS,5,80,17,51,32
7/3/20,93,Ozone,Monmouth University,34-025-0005,AQS,8,93,.,62,25
7/4/20,75,PM2.5,MORRISANIA,36-005-0080,AQS,15,50,.,75,13
7/5/20,80,PM2.5,NEWBURGH,36-071-0002,AQS,15,77,19,80,39
7/6/20,108,Ozone,Leonia,34-003-0006,AQS,17,108,.,65,57
7/7/20,53,PM2.5,Jersey City Firehouse,34-017-1003,AQS,6,46,.,53,25
7/8/20,76,PM2.5,Chester,34-027-3001,AQS,8,37,20,76,41
7/9/20,87,Ozone,Rockland County,36-087-0005,AQS,8,87,.,49,25
7/10/20,55,PM2.5,Elizabeth Lab,34-039-0004,AQS,6,26,.,55,19
7/11/20,45,Ozone,Flemington,34-019-0001,AQS,9,45,11,35,22
7/12/20,49,Ozone,BABYLON,36-103-0002,AQS,9,49,.,41,17
7/13/20,87,Ozone,BABYLON,36-103-0002,AQS,6,87,.,38,25
7/14/20,44,Ozone,Monmouth University,34-025-0005,AQS,5,44,10,30,22
7/15/20,49,Ozone,Chester,34-027-3001,AQS,11,49,.,34,23
7/16/20,35,Ozone,VALLEY CENTRAL HIGH SCHOOL,36-071-5001,AQS,6,35,.,29,19
7/17/20,47,PM2.5,Newark Firehouse,34-013-0003,AQS,9,45,15,47,28
7/18/20,97,Ozone,BABYLON,36-103-0002,AQS,9,97,.,56,29
7/19/20,100,Ozone,PFIZER LAB SITE,36-005-0133,AQS,10,100,.,62,21
7/20/20,133,Ozone,BABYLON,36-103-0002,AQS,8,133,19,55,28
7/21/20,80,Ozone,CCNY,36-061-0135,AQS,9,80,.,45,31
7/22/20,112,Ozone,Leonia,34-003-0006,AQS,13,112,.,56,37
7/23/20,61,Ozone,WHITE PLAINS,36-119-2004,AQS,11,61,11,48,23
7/24/20,40,PM2.5,Fort Lee Near Road,34-003-0010,AQS,11,40,.,40,38
7/25/20,90,Ozone,CCNY,36-061-0135,AQS,10,90,.,54,28
7/26/20,80,Ozone,BABYLON,36-103-0002,AQS,9,80,14,51,18
7/27/20,115,Ozone,RIVERHEAD,36-103-0004,AQS,8,115,.,59,28
7/28/20,108,Ozone,HOLTSVILLE,36-103-0009,AQS,8,108,.,70,23
7/29/20,84,Ozone,Leonia,34-003-0006,AQS,5,84,15,56,35
7/30/20,140,Ozone,QUEENS COLLEGE 2,36-081-0124,AQS,5,140,.,56,43
7/31/20,61,Ozone,QUEENS COLLEGE 2,36-081-0124,AQS,5,61,.,43,42
8/1/20,90,Ozone,Monmouth University,34-025-0005,AQS,8,90,15,52,47
8/2/20,57,PM2.5,Newark Firehouse,34-013-0003,AQS,5,41,.,57,13
8/3/20,71,Ozone,RIVERHEAD,36-103-0004,AQS,3,71,.,40,29
8/4/20,62,PM2.5,Elizabeth Lab,34-039-0004,AQS,3,33,17,62,30
8/5/20,105,Ozone,RIVERHEAD,36-103-0004,AQS,6,105,.,45,31
8/6/20,80,Ozone,PFIZER LAB SITE,36-005-0133,AQS,11,80,.,51,46
8/7/20,64,Ozone,QUEENS COLLEGE 2,36-081-0124,AQS,10,64,18,55,43
8/8/20,50,Ozone,Rutgers University,34-023-0011,AQS,8,50,.,41,26
8/9/20,64,Ozone,PFIZER LAB SITE,36-005-0133,AQS,6,64,.,45,20
8/10/20,119,Ozone,Leonia,34-003-0006,AQS,7,119,21,58,25
8/11/20,64,Ozone,MILLBROOK,36-027-0007,AQS,7,64,.,55,29
8/12/20,80,Ozone,CCNY,36-061-0135,AQS,7,80,.,60,42
8/13/20,59,PM2.5,Elizabeth Lab,34-039-0004,AQS,8,44,20,59,45
8/14/20,58,PM2.5,Elizabeth Lab,34-039-0004,AQS,9,51,.,58,34
8/15/20,53,PM2.5,Elizabeth Lab,34-039-0004,AQS,15,41,.,53,32
8/16/20,37,PM2.5,Elizabeth Lab,34-039-0004,AQS,5,24,9,37,11
8/17/20,43,Ozone,QUEENS COLLEGE 2,36-081-0124,AQS,6,43,.,38,31
8/18/20,67,Ozone,HOLTSVILLE,36-103-0009,AQS,7,67,.,39,35
8/19/20,52,PM2.5,Elizabeth Lab,34-039-0004,AQS,9,44,16,52,42
8/20/20,49,Ozone,QUEENS COLLEGE 2,36-081-0124,AQS,9,49,.,35,30
8/21/20,64,Ozone,QUEENS COLLEGE 2,36-081-0124,AQS,8,64,.,55,26
8/22/20,74,Ozone,QUEENS COLLEGE 2,36-081-0124,AQS,7,74,11,51,22
8/23/20,67,Ozone,Rockland County,36-087-0005,AQS,8,67,.,52,24
8/24/20,87,Ozone,QUEENS COLLEGE 2,36-081-0124,AQS,8,87,.,40,27
8/25/20,71,Ozone,BABYLON,36-103-0002,AQS,7,71,20,55,27
8/26/20,33,Ozone,BABYLON,36-103-0002,AQS,7,33,.,23,26
8/27/20,74,Ozone,BABYLON,36-103-0002,AQS,8,74,.,60,33
8/28/20,64,Ozone,BABYLON,36-103-0002,AQS,8,64,11,47,29
8/29/20,38,PM2.5,Toms River,34-029-2002,AQS,11,31,.,38,26
8/30/20,39,PM2.5,Elizabeth Lab,34-039-0004,AQS,9,30,.,39,25
8/31/20,33,PM2.5,Newark Firehouse,34-013-0003,AQS,8,31,10,33,27
9/1/20,33,NO2,Elizabeth Lab,34-039-0004,AQS,9,31,.,32,33
9/2/20,39,PM2.5,Fort Lee Near Road,34-003-0010,AQS,8,31,.,39,27
9/3/20,77,Ozone,BABYLON,36-103-0002,AQS,7,77,11,46,35
9/4/20,53,PM2.5,Elizabeth Lab,34-039-0004,AQS,11,45,.,53,29
9/5/20,48,Ozone,BABYLON,36-103-0002,AQS,11,48,.,37,20
9/6/20,67,Ozone,QUEENS COLLEGE 2,36-081-0124,AQS,10,67,15,47,20
9/7/20,48,PM2.5,Newark Firehouse,34-013-0003,AQS,20,42,.,48,29
9/8/20,54,Ozone,Rockland County,36-087-0005,AQS,22,54,.,43,28
9/9/20,48,PM2.5,Newark Firehouse,34-013-0003,AQS,23,46,15,48,34
9/10/20,43,PM2.5,Newark Firehouse,34-013-0003,AQS,8,24,.,43,28
9/11/20,55,PM2.5,Elizabeth Lab,34-039-0004,AQS,6,30,.,55,25
9/12/20,31,Ozone,Chester,34-027-3001,AQS,5,31,12,26,17
9/13/20,33,PM2.5,Fort Lee Near Road,34-003-0010,AQS,5,31,.,33,21
9/14/20,42,PM2.5,Elizabeth Lab,34-039-0004,AQS,5,31,.,42,20
9/15/20,30,PM2.5,Elizabeth Lab,34-039-0004,AQS,6,30,9,30,29
9/16/20,46,NO2,Fort Lee Near Road,34-003-0010,AQS,7,32,.,34,46
9/17/20,48,PM2.5,Newark Firehouse,34-013-0003,AQS,7,37,.,48,34
9/18/20,52,PM2.5,Elizabeth Lab,34-039-0004,AQS,7,30,17,52,21
9/19/20,33,PM2.5,Flemington,34-019-0001,AQS,5,32,.,33,23
9/20/20,34,PM2.5,Flemington,34-019-0001,AQS,6,31,.,34,23
9/21/20,36,NO2,Jersey City,34-017-1002,AQS,7,30,7,29,36
9/22/20,39,Ozone,Colliers Mills,34-029-0006,AQS,8,39,.,33,28
9/23/20,60,NO2,Jersey City,34-017-1002,AQS,9,49,.,46,60
9/24/20,64,PM2.5,Queens College Near Road,36-081-0125,AQS,10,43,41,64,53
9/25/20,78,PM2.5,Fort Lee Near Road,34-003-0010,AQS,10,58,.,78,43
9/26/20,59,PM2.5,Newark Firehouse,34-013-0003,AQS,9,42,.,59,30
9/27/20,43,PM2.5,Fort Lee Near Road,34-003-0010,AQS,9,37,8,43,29
9/28/20,38,PM2.5,Toms River,34-029-2002,AQS,6,33,.,38,23
9/29/20,40,PM2.5,Elizabeth Lab,34-039-0004,AQS,8,28,.,40,32
9/30/20,46,PM2.5,Elizabeth Lab,34-039-0004,AQS,6,33,7,46,26
10/1/20,40,Ozone,RIVERHEAD,36-103-0004,AQS,6,40,.,35,27
10/2/20,35,Ozone,RIVERHEAD,36-103-0004,AQS,6,35,.,27,30
10/3/20,35,PM2.5,Rutgers University,34-023-0011,AQS,8,32,6,35,25
10/4/20,50,PM2.5,Rutgers University,34-023-0011,AQS,10,36,.,50,28
10/5/20,43,NO2,Elizabeth Lab,34-039-0004,AQS,7,37,.,33,43
10/6/20,51,PM2.5,Elizabeth Lab,34-039-0004,AQS,8,44,17,51,43
10/7/20,52,PM2.5,Jersey City Firehouse,34-017-1003,AQS,6,47,.,52,28
10/8/20,30,Ozone,RIVERHEAD,36-103-0004,AQS,3,30,.,20,30
10/9/20,39,Ozone,Rutgers University,34-023-0011,AQS,6,39,15,37,37
10/10/20,48,PM2.5,Newark Firehouse,34-013-0003,AQS,7,36,.,48,21
10/11/20,53,PM2.5,Elizabeth Lab,34-039-0004,AQS,6,30,.,53,16
10/12/20,30,Ozone,Colliers Mills,34-029-0006,AQS,5,30,5,20,25
10/13/20,30,Ozone,BABYLON,36-103-0002,AQS,6,30,.,18,20
10/14/20,45,PM2.5,Elizabeth Lab,34-039-0004,AQS,8,39,.,45,42
10/15/20,48,PM2.5,Newark Firehouse,34-013-0003,AQS,8,47,14,48,40
10/16/20,37,Ozone,RIVERHEAD,36-103-0004,AQS,6,37,.,30,28
10/17/20,53,PM2.5,Rahway,34-039-2003,AQS,15,31,.,53,38
10/18/20,60,PM2.5,Elizabeth Lab,34-039-0004,AQS,19,33,16,60,34
10/19/20,43,PM2.5,Elizabeth Lab,34-039-0004,AQS,10,34,.,43,42
10/20/20,48,PM2.5,Fort Lee Near Road,34-003-0010,AQS,8,31,.,48,35
10/21/20,48,PM2.5,Fort Lee Near Road,34-003-0010,AQS,9,26,12,48,31
10/22/20,78,PM2.5,Fort Lee Near Road,34-003-0010,AQS,10,28,.,78,39
10/23/20,58,PM2.5,Fort Lee Near Road,34-003-0010,AQS,9,35,.,58,30
10/24/20,36,PM2.5,Elizabeth Lab,34-039-0004,AQS,7,27,9,36,19
10/25/20,26,Ozone,RIVERHEAD,36-103-0004,AQS,6,26,.,20,19
10/26/20,47,PM2.5,Fort Lee Near Road,34-003-0010,AQS,10,31,.,47,33
10/27/20,34,PM2.5,Elizabeth Lab,34-039-0004,AQS,10,31,6,34,25
10/28/20,31,PM2.5,Toms River,34-029-2002,AQS,9,17,.,31,29
10/29/20,36,NO2,Elizabeth Lab,34-039-0004,AQS,9,28,.,31,36
10/30/20,31,Ozone,RIVERHEAD,36-103-0004,AQS,8,31,3,28,30
10/31/20,43,PM2.5,Toms River,34-029-2002,AQS,8,30,.,43,29
11/1/20,46,PM2.5,Flemington,34-019-0001,AQS,6,32,.,46,26
11/2/20,35,PM2.5,Intermediate School 143,36-061-0115,AQS,3,33,5,35,34
11/3/20,47,PM2.5,Intermediate School 143,36-061-0115,AQS,5,31,.,47,35
11/4/20,52,PM2.5,Elizabeth Lab,34-039-0004,AQS,8,42,.,52,45
11/5/20,58,PM2.5,Rahway,34-039-2003,AQS,10,41,19,58,49
11/6/20,60,PM2.5,Rahway,34-039-2003,AQS,10,45,.,60,44
11/7/20,72,PM2.5,EISENHOWER PARK,36-059-0005,AQS,13,49,.,72,52
11/8/20,92,PM2.5,Newark Firehouse,34-013-0003,AQS,22,49,34,92,74
11/9/20,99,PM2.5,Newark Firehouse,34-013-0003,AQS,28,44,.,99,90
11/10/20,67,PM2.5,Elizabeth Lab,34-039-0004,AQS,16,33,.,67,41
11/11/20,41,PM2.5,Elizabeth Lab,34-039-0004,AQS,6,24,12,41,28
11/12/20,39,PM2.5,Elizabeth Lab,34-039-0004,AQS,7,23,.,39,25
11/13/20,31,PM2.5,Elizabeth Lab,34-039-0004,AQS,8,24,.,31,25
11/14/20,67,PM2.5,Rahway,34-039-2003,AQS,8,31,.,67,34
11/15/20,74,PM2.5,Rutgers University,34-023-0011,AQS,13,39,.,74,34
11/16/20,41,NO2,Bayonne,34-017-0006,AQS,11,31,.,40,41
11/17/20,51,PM2.5,Intermediate School 143,36-061-0115,AQS,13,33,9,51,43
